RegionFull,RegionShort,Department,ProgramType,GrantCode,ContractName,ProgramID,IndicatorName,IndicatorTarget,IndicatorFunction,FunctionLocation,IndicatorParameter,ParameterArgument,Format,ReportingCadence
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% gender - report annually,reporting only,,measure_definitions_2024,,,{:.1%},yearly
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,"Permanent Housing Placement Unit of Service: One (1) unit of service is defined as one (1) referral that leads to
documented and, successful transitions into permanent housing.",14,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,New households housed,30,new_households_movedin_permanent_housing,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Access Center Services,616,SDHC Homelessness Response Center,883,% of Adults served with system navigation services who with non-cash benefits at exit ,reporting only,non_cash_benefits_at_exit,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,South County,Prevention & Diversion Services,340-3,Homelessness Prevention (Adults) SPA 8,2721,Contracted to Serve,73,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Prevention & Diversion Services,340-3,Homelessness Prevention (Adults) SPA 8,2721,Exits to Permanent Housing Destination,0.75,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,% adults enrolled in noncash benefits at exit,0.6,non_cash_benefits_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,% of Adults with non-cash benefits at Exit,reporting only,non_cash_benefits_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% who have moved due to section 8 voucher - report annually,reporting only,,,,,{:.1%},yearly
Los Angeles County,LA,South County,Rapid Rehousing Services,340-1,Time Limited Subsidies - Adults - SPA 8,5389,Remained Housed After 6 Months of Housing Placement,0.85,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Prevention & Diversion Services,343-12,Homelessness Prevention (Adults) SPA 8,2721,Contracted to Serve,8,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Prevention & Diversion Services,343-12,Homelessness Prevention (Adults) SPA 8,2721,Exits to Permanent Housing Destination,0.75,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,"343-3,343-4,343-11",Time Limited Subsidies - Adults - SPA 7,5390,Remained Housed After 6 Months of Housing Placement,0.85,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Prevention & Diversion Services,"343-5,343-10",Homelessness Prevention (Adults) SPA 7,2720,Contracted to Serve,57,active_clients,measure_definitions_2024,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,# who are working now vs since moved in - report annually,reporting only,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,# who have benefits now but didn't upon move-in,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% receiving public benefits - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666, % in substance abuse program - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% residents who have become stable and moved out because no longer need services - report annually,reporting only,,,,,{:.1%},yearly
Los Angeles County,LA,South County,Prevention & Diversion Services,"343-5,343-10",Homelessness Prevention (Adults) SPA 7,2720,Exits to Permanent Housing Destination,0.75,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Prevention & Diversion Services,560-2,LA SSVF Prevention ,1359,"of participants who moved into PH, avoided return to a VA homeless program in 12 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,340-1,Time Limited Subsidies - Adults - SPA 8,5389,Contracted to Serve,140,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Rapid Rehousing Services,340-1,Time Limited Subsidies - Adults - SPA 8,5389,Exits to Permanent Housing Destination,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,340-1,Time Limited Subsidies - Adults - SPA 8,5389,Increased Income from All Sources,0.15,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,340-1,Time Limited Subsidies - Adults - SPA 8,5389,Moved Into Housing Within 120 Days of Program Enrollment,0.7,percent_housed_within_x_days,measure_definitions_2024,days,120,{:.1%},
Los Angeles County,LA,Veterans,Prevention & Diversion Services,560-2,LA SSVF Prevention ,1359,"of participants who moved into PH, avoided return to a VA homeless program in 6 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,"343-3,343-4,343-11",Time Limited Subsidies - Adults - SPA 7,5390,Contracted to Serve,140,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,South County,Rapid Rehousing Services,"343-3,343-4,343-11",Time Limited Subsidies - Adults - SPA 7,5390,Exits to Permanent Housing Destination,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,"343-3,343-4,343-11",Time Limited Subsidies - Adults - SPA 7,5390,Increased Income from All Sources,0.15,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,South County,Rapid Rehousing Services,"343-3,343-4,343-11",Time Limited Subsidies - Adults - SPA 7,5390,Moved Into Housing Within 120 Days of Program Enrollment,0.7,percent_housed_within_x_days,measure_definitions_2024,days,120,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-3,LA SSVF RRH,1360,"of participants who moved into PH, avoided return to a VA homeless program in 12 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,South County,Regional Coordination,343-1,Regional Coordination - Adults - SPA 7,N/A,None Specified - full contract in Contract Safe and SRS,not specified,,,,,,
Los Angeles County,LA,South County,Supportive Services,343-14,SPA 7 Supportive Services,N/A,None Specified - full contract in Contract Safe,not specified,,,,,,
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,# Exited,50,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,# Participants Enrolled,50,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,# Placed in Transitional or PH,44,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,# Placed into Employment,40,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,# w/ Earned Wage in 2nd Full Quarter After Exit,38,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,# w/ Earned Wage in 4th Full Quarter After Exit,36,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,% of Planned Total Enrollments - At Risk,0.1,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,% of Planned Total Enrollments - Families,0.06,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,% of Planned Total Enrollments - Female,0.1,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,% of Planned Total Enrollments - Incarcerated,0.08,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Additional Supportive Services ,0.88,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,All Other Training,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% residents utilizing case management - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,adults enrolled in noncash benefits at exit,0.6,non_cash_benefits_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,adults enrolled in noncash benefits at exit,0.6,non_cash_benefits_at_exit,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% male/female,reporting only,,measure_definitions_2024,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,853,County of SB - Shelter Operations,185,% of participants who obtained/increased non-cash benefits at project exit,0.3,non_cash_benefits_at_exit,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Average Hourly Wage at Placement,16.99,,,,,{:.1f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Critical Supportive Services (basic needs),0.88,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Employment Rate in the 2nd Quarter After Exit,0.76,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Employment Rate in the 4th Quarter After Exit,0.72,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Episodic Homeless - # Enrolled,6,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Episodic Homeless - # Exited,6,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Episodic Homeless - # Placed into Employmnet,4,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% who are employed - report annually,reporting only,number_employed,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% who have moved due to receiving section 8 voucher,reporting only,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Experiential Training (OJT & readiness/transitional jobs),reporting only,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Median Quarterly Earnings in the 2nd Quarter after Exit,6890,,,,,{:.0f},quarterly
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Placement Rate - Episodic Homeless,0.667,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Placement Rate Overall (employed/exited),0.8,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Technical & Entrepreneurial Training,0.4,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,"Training and Work Assistance (supplies, fees, and search) ",1,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,550,HVRP,N/A,Unduplicated Count of Those Trained by Quarter First Received Training,1,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,"# Obtaining right-fit, living-wage employment",150,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,# of appropriate job leads secured each week per veteran,12,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,% of those employed that are stably housed for 12 months,0.8,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,% Served in Antelope Valley,0.3,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,# who are working now vs since moved in - report annually,reporting only,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,# who have benefits now but didn't upon move-in,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% receiving public benefits - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% in substance abuse program,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% residents who have become stable and moved out because no longer need services - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% residents utilizing case management - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% who are employed - report annually,reporting only,number_employed,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% who are employed - report annually,reporting only,number_employed,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% male/female,reporting only,,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% who are employed,reporting only,number_employed,KPI_measures_2024,,,{:.1%},yearly
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,854,County of SB- Public Health,185,"Clients who are employable, will be provided with on-site employment assistance and/or referred to the PRRC for employment assessment and service referral.",1,number_employed,KPI_measures_2024,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% who have moved due to receiving section 8 voucher,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,# who are working now vs since moved in - report annually,reporting only,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,# who have benefits now but didn't upon move-in,reporting only,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% receiving public benefits - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% in substance abuse program,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% residents who have become stable and moved out because no longer need services - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% residents utilizing case management - report annually,reporting only,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,adults without a source of reportable income at program entry will obtain cash benefits at annual assessment or exit,0.32,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,adults without a source of reportable income at program entry will obtain non-cash benefits at Annual Assessment or Exit,0.58,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,"Residents who meet BHS criteria will be connected to Behavioral Health Services, primary care, and support services needs based on residents' need",0.75,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,households served will achieve housing  stability by remaining in the permanent housing program as of the end of the operating year or exit to permanent housin,0.9,,,,,{:.1%},yearly
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,# of exits monthly,reporting only,participants_exited,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,Vacant units shall be filled utilizing CES prioritization and matching,1,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,eligible residents will receive behavioral health supportive services,1,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,"residents meeting BHS criteria will receive onsite behavioral health supportive services , to include but not limited to care coordination, referral and linkage to ongoing behavioral
health services, and Clinical Case Management. Contractor shall complete Walk-in Behavioral Health
Assessment, LOCUS or MORS, and Stages ofChange Readiness Assessment on all residents within 30-days
of enrollment in BHS program",1,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,643,San Diego County - Behavioral Health Support Services Valley Vista,793,"Contractor shall incorperate Peers into the program operations, either by staffing or linkage",not specified,,,,,,
San Diego County,SD,San Diego,Supportive Services,648,Trinity Place Supportive Services,827,"Adult education, health & wellness, Skill Building AHP: Financial Literacy",84,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Supportive Services,652,Ivy Supportive Services,826,"Adult education, health & wellness, Skill Building AHP: Financial Literacy Hours",84,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Supportive Services,658,Wakeland Atmosphere Apartments,544,2 program activities per week,2,,,,,{:.0f},weekly
San Diego County,SD,San Diego,Supportive Services,666,Veteran Support to Self-Reliance Pilot,N/A,participant interviews,15,,,,,{:.0f},
San Diego County,SD,San Diego,Supportive Services,666,Veteran Support to Self-Reliance Pilot,N/A,narrative reports,reporting only,,,,,,"yearly, mid-year"
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",Total exits per month and YTD,reporting only,participants_exited,KPI_measures_2024,,,{:.0f},
Orange County,OC,Orange County,Interim Housing Services,808,OC Cold Weather Shelter,755,Nights of emergency Shelter services,59,,,,,{:.0f},
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% Male/Female,reporting only,,measure_definitions_2024,,,{:.1%},
Orange County,OC,Orange County,Care Coordination Services,807-3,Cal Optima Health,N/A,"ensure program stability and participant success by maintaining program documentation for each enrolled participant, which will include individual assessments and care plans",1,,,,,{:.1%},
Orange County,OC,Orange County,Care Coordination Services,807-3,Cal Optima Health,N/A,enroll guests into Enhanced Care Management from within our existing programs in OC,100,,,,,{:.0f},
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% who have moved due to receiving Sec. 8 voucher,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% who are working now versus since move in,reporting only,,,,,{:.1%},yearly
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,% served who fall out of employment that are re-engaged in program services,1,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,% with annual income >35k,0.8,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,Employment Retention Rate - 180 Days,0.8,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,Employment Retention Rate - 270 Days,0.75,,,,,{:.1%},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,Employment Retention Rate - 90 Days,0.85,,,,,{:.0f},
Los Angeles County,LA,Veterans,Employment Services,558,Deutsch Employment ,N/A,"Of those with income >35k, % with increased income",0.25,,,,,{:.1%},
Los Angeles County,LA,Veterans,Interim Housing Services,454,HCHV Interim Site,3810,Administrative Discharge,0.25,,,,,{:.1%},
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% Residents who have become stable and moved out because no longer need services,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% residents utilizing Case Management,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Supportive Services,670,SD HUD-VASH,N/A,None Specified - full contract in contract safe,not specified,,,,,,
San Diego County,SD,San Diego,Access Center Services,616,SDHC Homelessness Response Center,883,Total households exited from system navigation services to permanent housing,0.26,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,840,City of SB CDBG Community Development,185,The outreach specialist will engage 60 unsheltered individuals and offer service linkanges and check if clients have an existing VI-SPDAT in the CES,60,,,,,{:.0f},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,852,County of SB- DSS APS,185,None Specified - full contract with statement of work in contract safe ,not specified,,,,,,
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,853,County of SB - Shelter Operations,185,% of participants who obtained/increased cash income at project exit,0.2,earned_income_increase_counts,measure_definitions_2024,,,{:.1%},
Orange County,OC,Orange County,Care Coordination Services,807-3,Cal Optima Health,N/A,increase access to supportive housing services by enrolling guests from within our existing programs into Community Support's housing navigation and tenancy program,100,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,Where residents were homeless before moving in - initial move in,reporting only,prior_living_situation,KPI_measures_2024,,,,yearly
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Returns to homelessness,reporting only,percent_exits_to_homelessness,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Interim Housing Services,454,HCHV Interim Site,3810,Negative Discharge,0.2,,,,,{:.1%},
Los Angeles County,LA,Veterans,Interim Housing Services,454,HCHV Interim Site,3810,Positive Discharge,0.55,,,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,642,County of SD ESG Homelessness Prevention & RRH Program,"781,782",number of persons that return to homelessness after exiting the program during the month/quarter,reporting only,percent_exits_to_homelessness,measure_definitions_2024,,,{:.1%},"monthly, quarterly"
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,853,County of SB - Shelter Operations,185,Bed nights provided,41500,,,,,"{:,}",
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,854,County of SB- Public Health,185,"Clients will have an Individualized Service Plan (ISP) completed within 10 days of entry intothe facility and a copy will be sent to COUNTY on a monthly basis along with the monthly invoice.ISP will include goals/objectives, what programs the client was referred to, referral date, andaction steps.",0.9,,,,,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,returns to homelessness within 12 months of exiting to permanent housing,0.15,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,854,County of SB- Public Health,185,"CONTRACTOR will capture data on all clients at the time they leave the facility (""exit/discharge"")to include exit date, exit reason, number of bed days utilized, and provide the data to COUNTY",1,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,854,County of SB- Public Health,185,CONTRACTOR will notify COUNTY within 24 hours for all clients who abscond from the facility.,1,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,854,County of SB- Public Health,185,Clients will be entered into the Homeless Management Information System (HMIS) andthe Coordinated Entry System with the goal of securing stable housing. Stable housing is definedas a regular nighttime residence or having a primary nighttime residence that is not a temporaryshelter or other place not designed for sleeping. The clients stable housing goal will bedocumented and provided to COUNTY on a monthly basis.,1,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,855,County of SB- Probation,185,"Clients will have an Individualized Service Plan (ISP) completed within 10 days of entry intothe facility and a copy will be sent to COUNTY on a monthly basis along with the monthly invoice.ISP will include goals/objectives, what programs the client was referred to, referral date, andaction steps",0.9,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,855,County of SB- Probation,185,"Clients who are employable, will be provided with on-site employment assistance and/orreferred to the PRRC for employment assessment and service referral",1,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,855,County of SB- Probation,185,Clients will be entered into the Homeless Management Information System (HMIS) andthe Coordinated Entry System with the goal of securing stable housing. Stable housing is definedas a regular nighttime residence or having a primary nighttime residence that is not a temporaryshelter or other place not designed for sleeping. The clients stable housing goal will bedocumented and provided to COUNTY on a monthly basis,1,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,870,Goleta Interim Housing Beds,185,None Specified - contract says it is a MOU. Program overview and statement of work but no KPIs included,not specified,,,,,,
Santa Barbara County,SB,Santa Barbara,Other,844,SB CDBG Capital Improvements Phase IV,N/A,None Specified- full contract in contract safe,not specified,,,,,,
Santa Barbara County,SB,Santa Barbara,Outreach Services,876,SB- Encampment Resolution alone the Transit Corridor,373,% of adult participants gaining new or increasing existing earned income or cash benefits at project exit,0.2,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,returns to homelessness within 12 months of exiting to permanent housing,reporting only,,,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,returns to homelessness within 12 months of exiting to permanent housing,reporting only,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Outreach Services,876,SB- Encampment Resolution alone the Transit Corridor,373,Beds occupied,0.75,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Outreach Services,876,SB- Encampment Resolution alone the Transit Corridor,373,Total number of beds,12,,,,,{:.0f},
San Diego County,SD,San Diego,Rapid Rehousing Services,"606,608",SDHC RRH State HEAP,382,returns to homelessness within 12 months of exiting to permanent housing,reporting only,,,,,{:.1%},
Santa Barbara County,SB,Santa Barbara,Outreach Services,876,SB- Encampment Resolution alone the Transit Corridor,373,Total number of bed-nights available,6564,,,,,"{:,}",
Los Angeles County,LA,Veterans,Interim Housing Services,454,HCHV Interim Site,3810,Unacceptable Discharge,reporting only,,,,,{:.1%},
Los Angeles County,LA,Veterans,Other,560-1,LA SSVF Admin,N/A,# of disabled veterans,reporting only,disabled_veteran,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-3,LA SSVF RRH,1360,"of participants who moved into PH, avoided return to a VA homeless program in 6 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-4,LA SSVF Shallow Subsidy,N/A,"of participants who moved into PH, avoided return to a VA homeless program in 12 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.0f},
Los Angeles County,LA,Veterans,Prevention & Diversion Services,560-2,LA SSVF Prevention ,1359,Permanently Housed on exit,not specified,exit_to_permanent_housing,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-3,LA SSVF RRH,1360,Moved into Permanent Housing,not specified,move_into_or_exited_permanent_destination,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-4,LA SSVF Shallow Subsidy,N/A,"of participants who moved into PH, avoided return to a VA homeless program in 6 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-5,Co-Enrolled VASH RRH,N/A,"of participants who moved into PH, avoided return to a VA homeless program in 12 months",not specified,retention,measure_definitions_2024,retention_period,182,"{:,}",
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-5,Co-Enrolled VASH RRH,N/A,"of participants who moved into PH, avoided return to a VA homeless program in 6 months",not specified,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,West LA,Prevention & Diversion Services,460-4,Homeless Prevention Adults SPA 5,2719,Remained Housed After 6 Months,0.8,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-4,LA SSVF Shallow Subsidy,N/A,Permanently Housed on exit,not specified,exit_to_permanent_housing,KPI_measures_2024,,,{:.1%},
